Date,Close
2020-07-02,84.58000183105469
2020-07-06,88.12999725341797
2020-07-07,86.33999633789062
2020-07-08,87.75
2020-07-09,88.45999908447266
2020-07-10,87.37999725341797
2020-07-13,86.8499984741211
2020-07-14,86.61000061035156
2020-07-15,86.52999877929688
2020-07-16,86.0999984741211
2020-07-17,86.41999816894531
2020-07-20,89.73999786376953
2020-07-21,89.72000122070312
2020-07-22,89.48999786376953
2020-07-23,86.0999984741211
2020-07-24,83.52999877929688
2020-07-27,88.31999969482422
2020-07-28,87.0
2020-07-29,88.7699966430664
2020-07-30,88.61000061035156
2020-07-31,88.95999908447266
2020-08-03,90.26000213623047
2020-08-04,89.52999877929688
2020-08-05,90.6500015258789
2020-08-06,90.86000061035156
2020-08-07,87.56999969482422
2020-08-10,87.0999984741211
2020-08-11,86.2699966430664
2020-08-12,89.6500015258789
2020-08-13,89.9800033569336
2020-08-14,90.05999755859375
2020-08-17,91.9800033569336
2020-08-18,91.2300033569336
2020-08-19,90.23999786376953
2020-08-20,88.7300033569336
2020-08-21,88.0
2020-08-24,89.08999633789062
2020-08-25,90.30999755859375
2020-08-26,89.87000274658203
2020-08-27,84.77999877929688
2020-08-28,85.7300033569336
2020-08-31,84.97000122070312
2020-09-01,85.3499984741211
2020-09-02,88.37000274658203
2020-09-03,81.93000030517578
2020-09-04,78.5999984741211
2020-09-08,75.52999877929688
2020-09-09,76.87000274658203
2020-09-10,75.44000244140625
2020-09-11,74.91999816894531
2020-09-14,76.81999969482422
2020-09-15,77.19999694824219
2020-09-16,76.33000183105469
2020-09-17,77.63999938964844
2020-09-18,76.37000274658203
2020-09-21,76.91999816894531
2020-09-22,76.55999755859375
2020-09-23,75.41000366210938
2020-09-24,76.30000305175781
2020-09-25,77.72000122070312
2020-09-28,79.19999694824219
2020-09-29,79.86000061035156
2020-09-30,79.45999908447266
2020-10-01,81.30000305175781
2020-10-02,78.62000274658203
2020-10-05,81.2300033569336
2020-10-06,81.11000061035156
2020-10-07,82.29000091552734
2020-10-08,82.4800033569336
2020-10-09,86.0999984741211
2020-10-12,86.62999725341797
2020-10-13,87.62999725341797
2020-10-14,86.93000030517578
2020-10-15,87.29000091552734
2020-10-16,86.58999633789062
2020-10-19,86.66999816894531
2020-10-20,87.94000244140625
2020-10-21,92.06999969482422
2020-10-22,90.94000244140625
2020-10-23,92.0
2020-10-26,89.58999633789062
2020-10-27,87.45999908447266
2020-10-28,85.54000091552734
2020-10-29,88.54000091552734
2020-10-30,87.8499984741211
2020-11-02,89.69999694824219
2020-11-03,89.83000183105469
2020-11-04,95.8499984741211
2020-11-05,99.31999969482422
2020-11-06,100.26000213623047
2020-11-09,101.52999877929688
2020-11-10,98.1500015258789
2020-11-11,101.18000030517578
2020-11-12,100.4800033569336
2020-11-13,102.29000091552734
2020-11-16,107.18000030517578
2020-11-17,105.91000366210938
2020-11-18,104.81999969482422
2020-11-19,106.47000122070312
2020-11-20,106.33000183105469
2020-11-23,108.31999969482422
2020-11-24,108.98999786376953
2020-11-25,108.33999633789062
2020-11-27,109.4000015258789
2020-11-30,110.33999633789062
2020-12-01,115.12000274658203
2020-12-02,113.95999908447266
2020-12-03,113.73999786376953
2020-12-04,116.02999877929688
2020-12-07,117.16000366210938
2020-12-08,118.66999816894531
2020-12-09,114.0199966430664
2020-12-10,115.68000030517578
2020-12-11,115.37000274658203
2020-12-14,117.18000030517578
2020-12-15,120.44000244140625
2020-12-16,119.7699966430664
2020-12-17,119.3499984741211
2020-12-18,120.58999633789062
2020-12-21,119.7300033569336
2020-12-22,118.56999969482422
2020-12-23,117.26000213623047
2020-12-24,118.87999725341797
2020-12-28,117.7300033569336
2020-12-29,117.19999694824219
2020-12-30,120.29000091552734
2020-12-31,119.88999938964844
2021-01-04,119.19000244140625
2021-01-05,121.48999786376953
2021-01-06,122.41000366210938
2021-01-07,129.91000366210938
2021-01-08,132.14999389648438
2021-01-11,135.6999969482422
2021-01-12,137.08999633789062
2021-01-13,136.02000427246094
2021-01-14,138.38999938964844
2021-01-15,137.3000030517578
2021-01-19,140.6300048828125
2021-01-20,138.61000061035156
2021-01-21,140.24000549316406
2021-01-22,137.9499969482422
2021-01-25,140.11000061035156
2021-01-26,138.10000610351562
2021-01-27,130.11000061035156
2021-01-28,119.94000244140625
2021-01-29,113.4800033569336
2021-02-01,117.55000305175781
2021-02-02,121.61000061035156
2021-02-03,120.56999969482422
2021-02-04,125.5199966430664
2021-02-05,126.12000274658203
2021-02-08,129.08999633789062
2021-02-09,128.27000427246094
2021-02-10,128.7100067138672
2021-02-11,135.0399932861328
2021-02-12,142.41000366210938
2021-02-16,143.63999938964844
2021-02-17,139.3000030517578
2021-02-18,136.5
2021-02-19,142.58999633789062
2021-02-22,132.38999938964844
2021-02-23,129.77999877929688
2021-02-24,134.19000244140625
2021-02-25,125.63999938964844
2021-02-26,128.61000061035156
2021-03-01,134.0
2021-03-02,126.80000305175781
2021-03-03,121.48999786376953
2021-03-04,113.97000122070312
2021-03-05,113.9000015258789
2021-03-08,104.19999694824219
2021-03-09,113.33999633789062
2021-03-10,108.91000366210938
2021-03-11,113.86000061035156
2021-03-12,112.83000183105469
2021-03-15,117.75
2021-03-16,117.3499984741211
2021-03-17,117.47000122070312
2021-03-18,112.37000274658203
2021-03-19,114.91000366210938
2021-03-22,117.01000213623047
2021-03-23,113.12000274658203
2021-03-24,112.0
2021-03-25,111.73999786376953
2021-03-26,119.0199966430664
2021-03-29,113.88999938964844
2021-03-30,115.95999908447266
2021-03-31,121.68000030517578
2021-04-01,128.80999755859375
2021-04-05,132.67999267578125
2021-04-06,132.3800048828125
2021-04-07,131.77999877929688
2021-04-08,133.9199981689453
2021-04-09,133.05999755859375
2021-04-12,130.42999267578125
2021-04-13,129.0
2021-04-14,128.08999633789062
2021-04-15,131.19000244140625
2021-04-16,129.47999572753906
2021-04-19,126.31999969482422
2021-04-20,124.2699966430664
2021-04-21,129.94000244140625
2021-04-22,126.31999969482422
2021-04-23,131.52999877929688
2021-04-26,133.42999267578125
2021-04-27,131.10000610351562
2021-04-28,132.39999389648438
2021-04-29,130.80999755859375
2021-04-30,125.08000183105469
2021-05-03,124.98999786376953
2021-05-04,122.98999786376953
2021-05-05,124.5199966430664
2021-05-06,125.94000244140625
2021-05-07,128.1699981689453
2021-05-10,121.83999633789062
2021-05-11,121.51000213623047
2021-05-12,114.5999984741211
2021-05-13,117.23999786376953
2021-05-14,122.3499984741211
2021-05-17,119.86000061035156
2021-05-18,118.7699966430664
2021-05-19,122.41000366210938
2021-05-20,126.62000274658203
2021-05-21,124.87999725341797
2021-05-24,127.69000244140625
2021-05-25,128.52999877929688
2021-05-26,129.05999755859375
2021-05-27,130.58999633789062
2021-05-28,132.35000610351562
2021-06-01,130.77999877929688
2021-06-02,131.00999450683594
2021-06-03,128.32000732421875
2021-06-04,131.67999267578125
2021-06-07,130.8000030517578
2021-06-08,126.77999877929688
2021-06-09,124.70999908447266
2021-06-10,127.87000274658203
2021-06-11,127.9800033569336
2021-06-14,131.47999572753906
2021-06-15,130.30999755859375
2021-06-16,128.27999877929688
2021-06-17,129.58999633789062
2021-06-18,124.86000061035156
2021-06-21,126.22000122070312
2021-06-22,125.95999908447266
2021-06-23,127.19999694824219
2021-06-24,130.61000061035156
2021-06-25,129.5500030517578
2021-06-28,132.75
2021-06-29,134.30999755859375
2021-06-30,133.9600067138672
2021-07-01,129.3800048828125
2021-07-02,128.52999877929688
2021-07-06,126.47000122070312
2021-07-07,123.44000244140625
2021-07-08,122.81999969482422
2021-07-09,125.69999694824219
2021-07-12,127.08000183105469
2021-07-13,126.79000091552734
2021-07-14,126.2699966430664
2021-07-15,123.12999725341797
2021-07-16,119.88999938964844
2021-07-19,120.05999755859375
2021-07-20,123.77999877929688
2021-07-21,128.4600067138672
2021-07-22,126.72000122070312
2021-07-23,128.8000030517578
2021-07-26,127.43000030517578
2021-07-27,123.45999908447266
2021-07-28,122.08000183105469
2021-07-29,125.6500015258789
2021-07-30,127.0
2021-08-02,127.0199966430664
2021-08-03,126.73999786376953
2021-08-04,127.9000015258789
2021-08-05,126.58000183105469
2021-08-06,126.87000274658203
2021-08-09,125.94000244140625
2021-08-10,122.4800033569336
2021-08-11,121.37999725341797
2021-08-12,118.6500015258789
2021-08-13,118.75
2021-08-16,118.47000122070312
2021-08-17,116.08999633789062
2021-08-18,114.01000213623047
2021-08-19,114.20999908447266
2021-08-20,113.55999755859375
2021-08-23,116.6500015258789
2021-08-24,116.80000305175781
2021-08-25,118.05999755859375
2021-08-26,117.16000366210938
2021-08-27,122.5999984741211
2021-08-30,123.20999908447266
2021-08-31,121.44000244140625
2021-09-01,119.66999816894531
2021-09-02,120.87000274658203
2021-09-03,121.87999725341797
2021-09-07,120.16000366210938
2021-09-08,118.83000183105469
2021-09-09,119.16999816894531
2021-09-10,120.97000122070312
2021-09-13,122.31999969482422
2021-09-14,122.31999969482422
2021-09-15,122.2300033569336
2021-09-16,123.13999938964844
2021-09-17,121.3499984741211
2021-09-20,116.4800033569336
2021-09-21,115.9800033569336
2021-09-22,118.30999755859375
2021-09-23,119.73999786376953
2021-09-24,119.33000183105469
2021-09-27,117.54000091552734
2021-09-28,111.47000122070312
2021-09-29,109.16999816894531
2021-09-30,109.16999816894531
2021-10-01,109.47000122070312
2021-10-04,107.2699966430664
2021-10-05,109.4800033569336
2021-10-06,109.0
2021-10-07,111.43000030517578
2021-10-08,109.55999755859375
2021-10-11,108.0199966430664
2021-10-12,107.3499984741211
2021-10-13,108.47000122070312
2021-10-14,112.72000122070312
2021-10-15,113.91999816894531
2021-10-18,115.77999877929688
2021-10-19,116.72000122070312
2021-10-20,116.94999694824219
2021-10-21,117.54000091552734
2021-10-22,116.12000274658203
2021-10-25,117.27999877929688
2021-10-26,115.1500015258789
2021-10-27,123.06999969482422
2021-10-28,137.00999450683594
2021-10-29,138.24000549316406
